BGC	Accesion ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
BGC0001015.1	BGC0001015.1	Microcystin biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Planktothrix agardhii NIVA-CYA 126/8	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Planktothrix
BGC0001016.1	BGC0001016.1	Microcystin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Anabaena sp. 90	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Anabaena
BGC0001017.1	BGC0001017.1	Microcystin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Microcystis aeruginosa PCC 7806	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Microcystis
BGC0001019.1	BGC0001019.1	Microsclerodermins biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001022.1	BGC0001022.1	Myxalamid biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Stigmatella aurantiaca	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Stigmatella
BGC0001023.1	BGC0001023.1	Myxochromide biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Stigmatella aurantiaca	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Stigmatella
BGC0001024.1	BGC0001024.1	Myxothiazol biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Stigmatella aurantiaca DW4/3-1	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Stigmatella
BGC0001026.1	BGC0001026.1	NG-391 biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Metarhizium anisopliae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Clavicipitaceae,mitosporic Clavicipitaceae,Metarhizium
BGC0001028.1	BGC0001028.1	Nostopeptolide biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Nostoc sp. GSV224	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001029.1	BGC0001029.1	Nostophycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Nostoc sp. 152	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001030.1	BGC0001030.1	Ochratoxin A biosynthetic gene cluster	t1pks	PKSI	Penicillium nordicum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001033.1	BGC0001033.1	Paenilamicin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Paenibacillus larvae subsp. larvae DSM 25430	Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus
BGC0001034.1	BGC0001034.1	Pellasoren biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001035.1	BGC0001035.1	Pneumocandin biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Glarea lozoyensis ATCC 20868	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001036.1	BGC0001036.1	Polyoxypeptin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. MK498-98F14	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001037.1	BGC0001037.1	Pseurotin A biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001038.1	BGC0001038.1	Pyralomicin biosynthetic gene cluster	amglyccycl-t1pks	Others	Nonomuraea spiralis	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptosporangineae,Streptosporangiaceae,Nonomuraea
BGC0001039.1	BGC0001039.1	Pyridomycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces pyridomyceticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001040.1	BGC0001040.1	Rapamycin biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Streptomyces rapamycinicus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001041.1	BGC0001041.1	Salinosporamide biosynthetic gene cluster	transatpks-nrps-t1pks	PKS-NRP_Hybrids	Salinispora tropica CNB-440	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Salinispora
BGC0001042.1	BGC0001042.1	Sanglifehrin A biosynthetic gene cluster	nrps-t1pks-hglks	PKS-NRP_Hybrids	Streptomyces flaveolus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001043.1	BGC0001043.1	SGR PTMs biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces griseus subsp. griseus NBRC 13350	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001044.1	BGC0001044.1	Sirodesmin biosynthetic gene cluster	t1pks-nrps-terpene	Others	Leptosphaeria maculans	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Leptosphaeriaceae,Leptosphaeria,Leptosphaeria maculans complex
BGC0001046.1	BGC0001046.1	Streptolydigin biosynthetic gene cluster	nrps-terpene-t1pks	Others	Streptomyces lydicus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001047.1	BGC0001047.1	Syringolin A biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Pseudomonas syringae	Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
BGC0001048.1	BGC0001048.1	Tallysomycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptoalloteichus hindustanus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Pseudonocardineae,Pseudonocardiaceae,Streptoalloteichus
BGC0001049.1	BGC0001049.1	Tenellin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Beauveria bassiana	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0001051.1	BGC0001051.1	Thuggacin biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001052.1	BGC0001052.1	Tirandamycin biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Streptomyces sp. 307-9	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001053.1	BGC0001053.1	Tubulysin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Angiococcus disciformis	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Cystobacterineae,Cystobacteraceae,Cystobacter
BGC0001054.1	BGC0001054.1	Xenocoumacin biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Xenorhabdus nematophila ATCC 19061	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Xenorhabdus
BGC0001055.1	BGC0001055.1	Yersiniabactin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Escherichia coli	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia
BGC0001056.1	BGC0001056.1	Zeamine biosynthetic gene cluster	hglks-nrps-t1pks	PKS-NRP_Hybrids	Serratia plymuthica RVH1	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Serratia
BGC0001057.1	BGC0001057.1	Zearalenone biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Fusarium graminearum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001059.1	BGC0001059.1	Zwittermycin A biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Bacillus cereus	Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus group
BGC0001060.1	BGC0001060.1	Dynemicin biosynthetic gene cluster	t1pks	PKSI	Micromonospora chersina	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Micromonosporineae,Micromonosporaceae,Micromonospora
BGC0001063.1	BGC0001063.1	Undecylprodigiosin biosynthetic gene cluster	t1pks	PKSI	Streptomyces coelicolor A3(2)	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces,Streptomyces albidoflavus group
BGC0001065.1	BGC0001065.1	Herboxidiene biosynthetic gene cluster	t1pks-t3pks-nucleoside	Others	Streptomyces chromofuscus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001067.1	BGC0001067.1	Fumagillin biosynthetic gene cluster	t1pks	PKSI	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001068.1	BGC0001068.1	Pyripyropene A biosynthetic gene cluster	t1pks	PKSI	Penicillium coprobium PF1169	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001069.1	BGC0001069.1	Chivosazole biosynthetic gene cluster	transatpks-t1pks-nrps	PKS-NRP_Hybrids	Sorangium cellulosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Sorangium
BGC0001070.1	BGC0001070.1	Kirromycin biosynthetic gene cluster	transatpks-nrps-t1pks	PKS-NRP_Hybrids	Streptomyces collinus Tu 365	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001071.1	BGC0001071.1	Nosperin biosynthetic gene cluster	transatpks-nrps-t1pks-t2pks	PKS-NRP_Hybrids	Nostoc sp. 'Peltigera membranacea cyanobiont'	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Nostoc
BGC0001072.1	BGC0001072.1	Simocyclinone biosynthetic gene cluster	t1pks-t2pks-aminocoumarin	Others	Streptomyces antibioticus	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001102.1	BGC0001102.1	Malleilactone biosynthetic gene cluster	nrps-t1pks-transatpks	PKS-NRP_Hybrids	Burkholderia thailandensis E264	Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,pseudomallei group
BGC0001118.1	BGC0001118.1	Endocrocin biosynthetic gene cluster	t1pks	PKSI	Aspergillus fumigatus Af293	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001119.1	BGC0001119.1	Divergolide biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. HKI0576	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001122.1	BGC0001122.1	Isoflavipucine biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Aspergillus terreus NIH2624	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001124.1	BGC0001124.1	Pyranonigrin E biosynthetic gene cluster	t1pks	PKSI	Aspergillus niger ATCC 1015	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001125.1	BGC0001125.1	Puwainaphycins biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Cylindrospermum alatosporum CCALA 988	Bacteria,Cyanobacteria,Nostocales,Nostocaceae,Cylindrospermum
BGC0001130.1	BGC0001130.1	Fabclavine biosynthetic gene cluster	hglks-nrps-t1pks	PKS-NRP_Hybrids	Xenorhabdus budapestensis	Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Morganellaceae,Xenorhabdus
BGC0001136.1	BGC0001136.1	Desmethylbassianin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Beauveria bassiana	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Beauveria
BGC0001141.1	BGC0001141.1	Brefeldin biosynthetic gene cluster	t1pks	PKSI	Penicillium brefeldianum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001143.1	BGC0001143.1	Azanigerone biosynthetic gene cluster	t1pks	PKSI	Aspergillus niger ATCC 1015	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001144.1	BGC0001144.1	Neosartoricin biosynthetic gene cluster	t1pks-terpene	Others	Trichophyton tonsurans CBS 112818	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Onygenales,Arthrodermataceae,Trichophyton
BGC0001158.1	BGC0001158.1	Bikaverin biosynthetic gene cluster	t1pks	PKSI	Botrytis cinerea	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis
BGC0001159.1	BGC0001159.1	Marinopyrrole biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. CNQ-418	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001160.1	BGC0001160.1	Nonadecene biosynthetic gene cluster	t1pks	PKSI	Synechococcus sp. PCC 7002	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Synechococcus
BGC0001161.1	BGC0001161.1	1-heptadecene biosynthetic gene cluster	t1pks	PKSI	Moorea bouillonii PNG5-198	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Moorea
BGC0001162.1	BGC0001162.1	1-heptadecene biosynthetic gene cluster	t1pks	PKSI	Moorea producens JHB	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Moorea
BGC0001163.1	BGC0001163.1	1-heptadecene biosynthetic gene cluster	t1pks	PKSI	Moorea producens 3L	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Moorea
BGC0001164.1	BGC0001164.1	1-heptadecene biosynthetic gene cluster	t1pks	PKSI	Cyanothece sp. PCC 7822	Bacteria,Cyanobacteria,Oscillatoriophycideae,Chroococcales,Cyanothece
BGC0001165.1	BGC0001165.1	Curacin biosynthetic gene cluster	t1pks-t2pks-nrps	PKS-NRP_Hybrids	Lyngbya majuscula	Bacteria,Cyanobacteria,Oscillatoriophycideae,Oscillatoriales,Lyngbya
BGC0001169.1	BGC0001169.1	Piericidin A1 biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. SCSIO 03032	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001172.1	BGC0001172.1	Chlorizidine A biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. CNH-287	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001182.1	BGC0001182.1	Chaetoglobosins biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Chaetomium globosum CBS 148.51	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Sordariomycetidae,Sordariales,Chaetomiaceae,Chaetomium
BGC0001183.1	BGC0001183.1	Lobophorin biosynthetic gene cluster	t1pks-oligosaccharide-nrps-t3pks	Others	Streptomyces sp. FXJ7.023	Bacteria,Actinobacteria,Actinobacteridae,Actinomycetales,Streptomycineae,Streptomycetaceae,Streptomyces
BGC0001187.1	BGC0001187.1	Xenolozoyenone biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Glarea lozoyensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001190.1	BGC0001190.1	Fusaric acid biosynthetic gene cluster	t1pks	PKSI	Fusarium verticillioides 7600	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001194.1	BGC0001194.1	Hitachimycin biosynthetic gene cluster	t1pks	PKSI	Streptomyces scabrisporus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001195.1	BGC0001195.1	Nocardiopsin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Nocardiopsis sp. CMB-M0232	Bacteria,Actinobacteria,Streptosporangiales,Nocardiopsaceae,Nocardiopsis
BGC0001199.1	BGC0001199.1	Akaeolide biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. NBRC 109706	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001200.1	BGC0001200.1	Lorneic acid A biosynthetic gene cluster	t1pks	PKSI	Streptomyces sp. NBRC 109706	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001202.1	BGC0001202.1	Landepoxcin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	uncultured bacterium AR_412	Bacteria,environmental samples
BGC0001203.1	BGC0001203.1	Clarexpoxcin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	uncultured bacterium AR_456	Bacteria,environmental samples
BGC0001204.1	BGC0001204.1	Versipelostatin biosynthetic gene cluster	t1pks	PKSI	Streptomyces versipellis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001205.1	BGC0001205.1	Communesin biosynthetic gene cluster	terpene-t1pks	Others	Penicillium expansum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Penicillium
BGC0001212.1	BGC0001212.1	Nannocystin biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Nannocystis sp. MB1016	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystineae,Nannocystaceae,Nannocystis
BGC0001215.1	BGC0001215.1	Conglobatin biosynthetic gene cluster	t1pks	PKSI	Streptomyces conglobatus	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001216.1	BGC0001216.1	Splenocin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. CNQ431	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001218.1	BGC0001218.1	Fumosorinone biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Isaria fumosorosea	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Cordycipitaceae,Isaria
BGC0001230.1	BGC0001230.1	Salinamides biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces sp. CNB091	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001231.1	BGC0001231.1	Microsclerodermins biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Jahnella sp. MSr9139	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Jahnella
BGC0001232.1	BGC0001232.1	Leucanicidin biosynthetic gene cluster	t1pks	PKSI	Kitasatospora sp. MBT66	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Kitasatospora
BGC0001235.1	BGC0001235.1	Antalid biosynthetic gene cluster	t1pks-nrps	PKS-NRP_Hybrids	Polyangium spumosum	Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Sorangiineae,Polyangiaceae,Polyangium
BGC0001236.1	BGC0001236.1	Thiotetroamide biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Streptomyces afghaniensis	Bacteria,Actinobacteria,Streptomycetales,Streptomycetaceae,Streptomyces
BGC0001237.1	BGC0001237.1	Thiolactomycin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Salinispora pacifica DSM 45543	Bacteria,Actinobacteria,Micromonosporales,Micromonosporaceae,Salinispora
BGC0001242.1	BGC0001242.1	Fusarubin biosynthetic gene cluster	t1pks	PKSI	Fusarium fujikuroi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001243.1	BGC0001243.1	Botryenalol / botrydial / dihydrobotrydial / botryendial / beta-O-Methyl-dihydrobotrydialone / botcinic acid / botcinin A biosynthetic gene cluster	t1pks	PKSI	Botrytis cinerea	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis
BGC0001244.1	BGC0001244.1	(-)-Mellein biosynthetic gene cluster	t1pks	PKSI	Parastagonospora nodorum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Phaeosphaeriaceae,Parastagonospora
BGC0001245.1	BGC0001245.1	Lasiodiplodin biosynthetic gene cluster	t1pks	PKSI	Lasiodiplodia theobromae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetes incertae sedis,Botryosphaeriales,Botryosphaeriaceae,Lasiodiplodia
BGC0001246.1	BGC0001246.1	Trans-resorcylide biosynthetic gene cluster	t1pks	PKSI	Sarocladium zeae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Hypocreales incertae sedis,Sarocladium
BGC0001247.1	BGC0001247.1	Cercosporin biosynthetic gene cluster	t1pks	PKSI	Cercospora nicotianae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Capnodiales,Mycosphaerellaceae,Cercospora
BGC0001252.1	BGC0001252.1	ACR-toxin biosynthetic gene cluster	t1pks	PKSI	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria alternata group
BGC0001253.1	BGC0001253.1	ACT-Toxin I biosynthetic gene cluster	t1pks	PKSI	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria alternata group
BGC0001254.1	BGC0001254.1	ACT-Toxin II biosynthetic gene cluster	t1pks	PKSI	Alternaria alternata	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Alternaria,Alternaria alternata group
BGC0001255.1	BGC0001255.1	Equisetin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Fusarium heterosporum	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium
BGC0001257.1	BGC0001257.1	1,3,6,8-tetrahydroxynaphthalene biosynthetic gene cluster	t1pks	PKSI	Nodulisporium sp. ATCC74245	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Xylariomycetidae,Xylariales,Xylariaceae,mitosporic Xylariaceae,Nodulisporium
BGC0001258.1	BGC0001258.1	1,8-dihydroxynaphthalene biosynthetic gene cluster	t1pks	PKSI	Glarea lozoyensis	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Leotiomycetes,Helotiales,Helotiaceae,Glarea
BGC0001259.1	BGC0001259.1	Elsinochrome A biosynthetic gene cluster	t1pks	PKSI	Elsinoe fawcettii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,Elsinoe
BGC0001264.1	BGC0001264.1	Betaenone A / betaenone B / betaenone C biosynthetic gene cluster	t1pks	PKSI	Phoma betae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Didymellaceae,Phoma
BGC0001265.1	BGC0001265.1	Melanin biosynthetic gene cluster	t1pks	PKSI	Bipolaris oryzae	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Pleosporomycetidae,Pleosporales,Pleosporineae,Pleosporaceae,Bipolaris
BGC0001266.1	BGC0001266.1	Grayanic acid biosynthetic gene cluster	t1pks	PKSI	Cladonia grayi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Lecanoromycetes,OSLEUM clade,Lecanoromycetidae,Lecanorales,Lecanorineae,Cladoniaceae,Cladonia
BGC0001268.1	BGC0001268.1	Fusarin biosynthetic gene cluster	nrps-t1pks	PKS-NRP_Hybrids	Fusarium fujikuroi	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Sordariomycetes,Hypocreomycetidae,Hypocreales,Nectriaceae,Fusarium,Fusarium fujikuroi species complex
BGC0001271.1	BGC0001271.1	Emericellin biosynthetic gene cluster	terpene-t1pks	Others	Aspergillus nidulans FGSC A4	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
BGC0001272.1	BGC0001272.1	Elsinochrome B / elsinochrome C biosynthetic gene cluster	t1pks	PKSI	Elsinoe fawcettii	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Dothideomycetes,Dothideomycetidae,Myriangiales,Elsinoaceae,Elsinoe
BGC0001273.1	BGC0001273.1	Asperlactone biosynthetic gene cluster	t1pks	PKSI	Aspergillus ochraceus	Eukaryota,Fungi,Dikarya,Ascomycota,Pezizomycotina,Eurotiomycetes,Eurotiomycetidae,Eurotiales,Aspergillaceae,Aspergillus
